gene_collect,label
AC010359.3,original
Cotl1,original
Olfr503,original
RNU6-687P,original
LINC00498,original
Gm8764,original
FDX1,original
ASNSP6,original
LINC02781,original
SNORD173,original
MIR6820,original
Gm33321,original
AC022784.3,original
NODAL,original
Kank4,original
Gm48500,original
RN7SL6P,original
Polr2e,original
Fam222a,original
RPS25P9,original
Dnajc15,original
Gm32255,original
EIF4BP7,original
IFT57,original
LHX1,original
MESTP2,original
Zmynd11,original
Pop7,original
ZNF799,original
RNU6-922P,original
NANOGP7,original
AC092447.5,original
PIK3CDP1,original
Gdap10,original
Nudt18,original
GABRR2,original
Cpa4,original
Cipc,original
Tacc2,original
2610042L04Rik,original
FSIP2-AS2,original
LRRIQ1,original
OR8B6P,original
ASNSP5,original
GTF2H2C_2,original
GRPEL2P1,original
G6PD,original
Gm21083,original
PRR20B,original
CR974586.1,original
RPS2P7,original
AP000936.1,original
Rasgrp1,original
C18orf58,original
C130080G10Rik,original
Traf3ip2,original
AC121764.3,original
LINC00562,original
CYP11B1,original
LINC01293,original
RNU6-516P,original
WASH2P,original
LINC02211,original
AC009522.1,original
RPL21P121,original
BTF3P14,original
SLC44A3P1,original
1700019G24Rik,original
AC009152.1,original
AP005432.2,original
METRNL,original
FAM88C,original
LSP1P2,original
HNRNPUL2-BSCL2,original
AL024497.2,original
Zmat2,original
WARS,original
Gm33968,original
AL049539.1,original
AL356017.1,original
MIR1302-11,original
IRAK3,original
AC006435.1,original
LINC02392,original
AC091073.1,original
CORO1CP1,original
Gzmd,original
RASAL2,original
AF230666.1,original
FOXR1,original
STK16,original
HGSNAT,original
SCAND3,original
RPS21P5,original
ARHGAP45,original
AC098657.2,original
AC138331.1,original
ZNF316,original
AC016074.2,original
AC024941.1,original
2010009K17Rik,original
Kremen1,original
Rpa1,original
4930428O21Rik,original
Ccdc155,original
TSSK2,original
Sipa1l1,original
Prickle1,original
RN7SL476P,original
RN7SL685P,original
ZBTB8A,original
PRDM10-DT,original
1700074H08Rik,original
GAPDHP36,original
Hcar1,original
Aldh5a1,original
Vmn2r70,original
MIR6069,original
Klre1,original
AC012485.2,original
Crot,original
FBXO4,original
HOX2C,original
AL445438.1,original
HSPE1P28,original
TMTC1,original
TPBGL,original
NNMT,original
DGKG,original
DNAH10,original
LINC00934,original
Psen2,original
MIR521-1,original
AL358452.1,original
RN7SL699P,original
RN7SKP39,original
Mrpl32,original
Nsa2,original
RGS17P1,original
Snrpg,original
MTRNR2L13,original
AL022341.2,original
Gm42875,original
3100002H09Rik,original
LINC02183,original
PLPPR2,original
AC127521.1,original
MNX1-AS1,original
AC092171.4,original
Nrip2,original
Vmn1r155,original
Vmn2r12,original
FAM218BP,original
GYS2,original
MIR153-1,original
Rbfox3,original
PITX1,original
EPSTI1,original
Gm28197,original
HPS5,original
ATP6V1G1P1,original
Atl3,original
SNORA10B,original
CSE,original
Gm30563,original
Tmcc3,original
DDX19A,original
RBPJP7,original
Rps6,original
MUC3B,original
Fam171b,original
TKCR,original
CDK2AP2,original
TNKS,original
AC021218.1,original
Vmn2r114,original
Pcdh9,original
CTAGE1,original
LINC02808,original
1110002J07Rik,original
Aldh1a1,original
FYCO1,original
Kctd5,original
MIR761,original
AL356313.1,original
Gm19385,original
Homez,original
Gm6583,original
Traj36,original
AL135978.2,original
Olfr835,original
RNU1-137P,original
Catsperz,original
HSPE1P8,original
AC091965.1,original
HCG18,original
9430097D07Rik,original
AL157935.1,original
Gm10961,original
LRRC18,original
YT,original
Gm16094,original
Gm4778,original
Zfp36l2,original
AC039056.1,original
SMARCA4,original
AC016925.3,original
TSHRL2,original
LINC00431,original
DLG4,original
SDR42E1P5,original
TDRD1,original
LIMS1-AS1,original
HMGN2P36,original
ZNF732,original
Sp100,original
Ahcy,original
EFNA1,original
PRPSAP2,original
Neu3,original
ARL13A,original
H2A,original
AL139237.1,original
AC018865.1,original
CLSPN,original
TEX52,original
Polh,original
KATNBL1,original
LPCAT4,original
ZNF540,original
VPS28,original
CD59,original
H2al2a,original
BC051665,original
Iglj1,original
ANO5,original
FAM185BP,original
RNU7-64P,original
C9orf64,original
TRR-ACG2-4,original
Cd3eap,original
Cyp3a41a,original
ERCC5,original
Wdr90,original
Fundc2,original
MAST3-AS1,original
AC096734.2,original
RSL24D1P8,original
Pemt,original
AC010285.3,original
LINC02141,original
EXOC6B,original
AL136309.3,original
Pim3,original
MIR6788,original
OSMR,original
PI14,original
AC025614.2,original
AL390254.1,original
LINC01011,original
LINC01399,original
CDY11P,original
PTPN7,original
Adgrl1,original
Cldn23,original
Taar7f,original
SNX1,original
Olfr311,original
AC008543.4,original
Nppa,original
Klhl11,original
PCOLCE-AS1,original
TTTY6,original
NXT1,original
AC084782.2,original
TARDBPP1,original
Olfr368,original
MSK19,original
A630014C17Rik,original
TCF4-AS2,original
AL096814.2,original
SHC1P1,original
PRPF39,original
Apmap,original
Bmt2,original
MIR370,original
YPEL3-DT,original
Gm31224,original
Olfr1353,original
Ppp2r3a,original
Ctsb,original
Llgl2,original
PMPS,original
AC078962.1,original
Parp6,original
MIR184,original
PPP2R2A,original
SNORD116-23,original
STX1A,original
TRL-AAG1-1,original
SBK1,original
MIR194-2HG,original
MIR100,original
EXOSC1,original
EPS15,original
AC138035.2,original
SLC9C2,original
AC100827.3,original
FRA3D,original
Gm28865,original
AC099560.1,original
MEKK3,original
AC002375.1,original
Olfr930,original
Gm40438,original
1700102P08Rik,original
AL669831.2,original
SPINT1,original
AC100400.1,original
RN7SL183P,original
CFAP95,original
Fbxl21,original
FABP5P1,original
MIR645,original
MIR518A2,original
Cage1,original
KRT18P11,original
SNORD108,original
RN7SL705P,original
Siglece,original
SPRR2E,original
Gm35733,original
OR8G3P,original
ERBIN,original
Tinagl1,original
TEPP,original
CNN3-DT,original
A430005L14Rik,original
GNT1,original
RBM48,original
Evc,original
CMYA5,original
GCF1,original
U82671.1,original
RNU6-1146P,original
Gm14010,original
CCDC36,original
WDPCP,original
AP001094.1,original
Kif16b,original
PSMB11,original
2010005H15Rik,original
Fam83b,original
OR1F9,original
LINC01206,original
ZNF522,original
CELIAC3,original
AC090282.1,original
KIAA1549,original
Gm48133,original
Izumo1r,original
RNU6-1285P,original
RPL21P36,original
Trgv2,original
EIF3M,original
RNU6-84P,original
Med7,original
RNU6-214P,original
Arl11,original
TNFRSF10A-AS1,original
AL049840.5,original
Grhl3,original
Rc3h1,original
RNA45S4,original
Casp14,original
RPS27P5,original
AC244213.1,original
Gm32443,original
MIR3176,original
AQP7B,original
Fam189a1,original
AC009542.1,original
AC019131.2,original
NUP42,original
AC138028.5,original
Fbxl13,original
LAMP3,original
RPL26P19,original
MIR154,original
RPL7AP29,original
RLIMP1,original
Wtip,original
TPBGL-AS1,original
KCNE3,original
Klk1b27,original
NECTIN1,original
Ndor1,original
Olfr350,original
WDR78,original
Tmem185b,original
Gm29431,original
Chn1os1,original
TRBV6-8,original
LIMCH1,original
ARF1P3,original
CCND2P1,original
RPS27AP14,original
AC245177.1,original
Cygb,original
Tmem151b,original
MIR516A2,original
TUBA1B,original
C1QTNF3,original
ESPL1,original
Ifitm3,original
AC239802.2,original
CLDN8,original
POF1B,original
PPP1R3D,original
Gm28959,original
AGGF1P7,original
IGHV2-26,original
Gm43447,original
APECED,original
MAPK4,original
TRR-CCT4-1,original
ADH5P4,original
BPIFA3,original
OR7E45P,original
4933422A05Rik,original
FAM99B,original
TRS-AGA2-6,original
2610528J11Rik,original
HNRNPDLP2,original
KLRA1P,original
PEG3-AS1,original
AL162493.1,original
Nxnl2,original
Olfr1015,original
Tnfrsf1a,original
ZNF407-AS1,original
IRID2,original
Creb3l3,original
RNU4-10P,original
FOXL3,original
Gm47397,original
AC032019.2,original
ZP1,original
AC007349.4,original
AP003717.1,original
Scap,original
FEB4,original
VCX3B,original
AC023136.1,original
Mrpl38,original
LINC00456,original
Hes2,original
Gm32764,original
RNU6-285P,original
SNORA11C,original
Scrn1,original
BC061195,original
AC104137.1,original
IGLV2-8,original
BPIFB9P,original
MRX33,original
RNA5SP100,original
LCK,original
CDC25C,original
CYFIP2,original
Gm17399,original
AC013403.2,original
AL445989.1,original
A730085K08Rik,original
HCG9P2,original
AC022809.1,original
RPL39P37,original
TOLLIP-DT,original
DLL1,original
FNBP1P2,original
COL22A1,original
Wdyhv1,original
2700033N17Rik,original
PRELID2P1,original
Serpina3i,original
AC022150.4,original
ZMYND8,original
AC022144.1,original
Hdac4,original
Timmdc1,original
RNU6-730P,original
Duxbl3,original
Ibtk,original
SNRPBP1,original
Tnfsf10,original
LINC02813,original
Parp12,original
Gm5901,original
MIR1258,original
NPM1P34,original
AC234582.1,original
AC010776.3,original
MIR4496,original
ARFGEF1,original
LINC02673,original
Gm17477,original
ADSS1,original
BRWD1P2,original
Diaph2,original
PTPN6,original
RNA5SP399,original
TTN,original
ZNF194,original
Pxdc1,original
Vmn2r97,original
Gm13569,original
OCLM,original
CBX4,original
MIR652,original
Z99755.2,original
Sardhos,original
SPG43,original
DEPDC1B,original
TRV-CAC7-1,original
NCRNA00270,original
AC005674.1,original
Tac1,original
Gm10283,original
MTCO1P16,original
Pcdhga10,original
TTTY27P,original
MTIF2,original
Ppef2,original
Xlr5a,original
RPA4,original
SLC22A23,original
RNU6-1025P,original
Gm48837,original
AC007326.2,original
AC131254.2,original
Hmx1,original
CUTC,original
TMEM237,original
Cxcr6,original
AC092384.1,original
DLGAP2,original
Sde2,original
Nupr1,original
RFPL3S,original
Gm28826,original
Chmp2b,original
Cped1,original
AC021016.2,original
Gm14286,original
NPW,original
Cxcl14,original
HNRNPA1P47,original
Lrrc74a,original
TOMM40P3,original
Gm42674,original
Gm14206,original
AF111169.2,original
AL158163.2,original
MIR7856,original
AC084757.3,original
Strn,original
GEMIN7P1,original
OR13C6P,original
Tox,original
Bub1b,original
Sbpl,original
MIR548AQ,original
TNRC10,original
Cln8,original
MYRIP,original
EMC8,original
Coa6,original
Slc34a3,original
AL357033.3,original
SIRT1-AS,original
Capn1,original
AC090607.5,original
C21orf60,original
Gm28960,original
4933400L20Rik,original
Zap70,original
ARL10,original
SNX3,original
Slc16a13,original
Edem3,original
RPS2P41,original
PARAL1,original
SNORD114-15,original
LRRC70,original
E2f5,original
Il12rb2,original
LINC01727,original
Slc7a1,original
SERPINB2,original
AC008735.2,original
AL512363.1,original
Cyp2j13,original
Stoml2,original
Dock4,original
LINC01740,original
Cyp2a5,original
KRT18P54,original
HRCT1,original
Map1lc3a,original
TRBV4-3,original
ALDOAP1,original
AL121985.1,original
Slc9a7,original
RPL23A,original
ANKHD1-DT,original
MIR760,original
Gm12290,original
DPPA2P2,original
AC005838.2,original
Olfr424,original
RNA18SP4,original
TUBA8,original
Gm15600,original
Ltbp3,original
AC016027.1,original
Serpina9,original
CKS1BP7,original
CCDC177,original
Car13,original
IGLV1-41,original
MYLK,original
C1orf21,original
SLC10A5,original
Whamm,original
Ighv5-21,original
Kcna4,original
OR4A17P,original
GABRA3,original
NEXN-AS1,original
Gm28432,original
Nectin2,original
ITPRID1,original
Lyzl6,original
MIR548O2,original
PKD3,original
RNY4,original
AC027309.1,original
Capzb,original
PRSS3P3,original
AL135786.2,original
UACA,original
AL139023.1,original
USP17L28,original
Srd5a3,original
Gabrr1,original
AL355490.1,original
Gm29151,original
Aldoart2,original
Gm49212,original
RNU6-509P,original
RNU6-936P,original
Gm43573,original
AC004832.1,original
LINC01906,original
AL360267.1,original
AL121888.1,original
DYNLL1P2,original
Pum3,original
WASIR1,original
PTP4A3,original
ANKRD11P2,original
OR1D4,original
NBPF15,original
PCDHGC5,original
A730011C13Rik,original
AP003973.3,original
Vps37a,original
AC016903.2,original
AP005436.3,original
RPL7AP33,original
AC092687.1,original
LINC01793,original
CALM1P1,original
Srrm3os,original
Fcgrt,original
Gm34093,original
AC105271.1,original
Mreg,original
PTPRN2-AS1,original
Tcap,original
AC022509.5,original
PIGHP1,original
Pnma3,original
SPDYE19P,original
SERPINE4P,original
TBC1D3H,original
SPATA18,original
LINC01251,original
AC026787.1,original
MTND1P22,original
USP12P3,original
PLGLA,original
LGMD1B,original
MYO1D,original
NCF2,original
Tuft1,original
Gm35217,original
Gm28653,original
Galc,original
NPC1,original
1700065L07Rik,original
POLG-DT,original
AC004879.1,original
Gm6482,original
OR10G5P,original
AL603962.1,original
ALG1L1P,original
D030034A15Rik,original
POLQ,original
ORM2,original
MIR1233-2,original
EVX1,original
CD163L1,original
GNL2P1,original
SDC3,original
Gm26635,original
PTK2,original
2300009A05Rik,original
Olfr113,original
Sdk2,original
AC012321.1,original
MOSPD3,original
SNORD115-3,original
AL389885.1,original
HNRNPR,original
PRB4,original
NRGN,original
ERCC6L2-AS1,original
4930453O03Rik,original
ENTPD1-AS1,original
LRP1-AS,original
Gnpda1,original
KRTAP10-8,original
3300002I08Rik,original
DIRAS3,original
Arfgap2,original
Gm21725,original
Gm17225,original
Zfp965,original
MIR517C,original
1700060O08Rik,original
Gm30906,original
Glce,original
SLC6A16,original
Gm10487,original
Gm14216,original
ACACB,original
RNU1-98P,original
Mir124a-1hg,original
ART5,original
SCYGR1,original
Sdcbp2,original
CAPZA1P5,original
SRP14P5,original
RPS23P1,original
ZNF724,original
RNU1-139P,original
Gm15736,original
CT45A1,original
DUX1,original
AC008764.3,original
AC011900.1,original
4930523C07Rik,original
LINC00588,original
Vmn2r124,original
HRMT1L5,original
Arpp21,original
SLC41A3,original
RPL39P26,original
SPACA1,original
HIST2H2BE,original
Gm34639,original
Nxpe2,original
Spaca4,original
AC087273.1,original
Vmn1r119,original
IGLCOR22-2,original
P4HB,original
Wiz,original
AC004147.1,original
AC079352.1,original
Lap3,original
TOP1MT,original
AC023310.4,original
SH3BP5,original
AL353135.1,original
AL162400.1,original
Patz1,original
C3orf20,original
DEDD2,original
FNDC3A,original
Gm36937,original
AC134978.1,original
AC040169.1,original
Stxbp1,original
PCNPP5,original
Gm12606,original
LINC02420,original
Prm2,original
Zbtb4,original
AC090503.2,original
Asb9,original
AC104232.2,original
PCSK6,original
SPRL6B,original
IFITM3P2,original
SERINC2,original
NOL8,original
MSH5,original
VPS13B-DT,original
TICAM1,original
Plekhd1,original
Sbk1,original
Asprv1,original
Gm33684,original
FLNB,original
SPG13,original
CMDJ,original
Aqp5,original
DEFB103B,original
AP005137.2,original
6720483E21Rik,original
Marc1,original
Ncapg,original
Olfr154,original
EEF1A1P18,original
Gm48397,original
AC004852.2,original
AC138907.1,original
FAM27E3,original
ARHGEF10L,original
SHLD3,original
AC124254.2,original
MIR324,original
Xrcc2,original
Stac2,original
TKFC,original
ARL2BPP9,original
Gm10389,original
Gm30893,original
SNRPFP2,original
Gm4303,original
MAPKAPK2,original
ZAP70,original
PPH2,original
Gm26803,original
Dcaf4,original
Gm35206,original
Rbm43,original
MTCO1P3,original
AC015917.2,original
Gm49018,original
NLGN1-AS1,original
Phb2,original
CATSPER3,original
AC104758.2,original
AL645929.2,original
SNORD139,original
Gm40292,original
RNU2-65P,original
HCVS,original
C6orf184,original
ELOCP4,original
KRT8P41,original
Palm2,original
Vmn1r59,original
FAM162B,original
PLA2G4A,original
ETM2,original
Psg28,original
Gm21723,original
AP005233.2,original
Sct,original
AC018767.2,original
RPS2P25,original
TSPAN12,original
IGHV3-13,original
Erich4,original
Gm379,original
ZNF543,original
AC069366.2,original
Gm47790,original
Pmel,original
AC027348.1,original
MAP1LC3B,original
Pphln1,original
AC013267.2,original
FRV3,original
TMEM72-AS1,original
Slfn3,original
Olfr420,original
A630089N07Rik,original
AC093001.1,original
AL022328.2,original
UNC45A,original
MESP1,original
Gm4316,original
LINC02836,original
Iglv1,original
FOXE1,original
NTM-IT1,original
RN7SL627P,original
Ccrl2,original
FCAMR,original
1700058P15Rik,original
OR6C5P,original
NLRP6,original
MTND4LP31,original
AP003086.1,original
AC125149.1,original
Degs1,original
RNU6-59P,original
Myd88,original
RPL7AP54,original
RPL37AP1,original
AC090425.2,original
Wfdc5,original
PROSER3,original
Zfp330,original
AL023803.2,original
AC114730.2,original
LPAR6,original
Nat8f5,original
SRPX2,original
GRIK5,original
Gm14974,original
Ncl,original
Sprr1a,original
Gm15893,original
2310030G06Rik,original
AC018685.1,original
RPS16P8,original
DPAGT2,original
TXLNG,original
AC133785.1,original
PLA2G4E,original
Gal3st2b,original
Tmem87b,original
CTCF,original
Ptk2,original
INAFM1,original
LINC02240,original
3110040N11Rik,original
CCT6P1,original
Gm28055,original
ATP5MF-PTCD1,original
Eif4g2,original
SUSD1,original
Cspp1,original
B130006D01Rik,original
Xrcc5,original
HNRNPA1P62,original
Ucp3,original
HOX1A,original
AF129075.2,original
Btla,original
Lgals1,original
1700057G04Rik,original
Spindoc,original
AL160171.1,original
TRK-CTT7-1,original
THBS1-AS1,original
MIR3651,original
AKR1C5P,original
MSANTD7,original
OR4N5,original
MAPK11,original
SHMT2,original
Gm36635,original
RDRC,original
DSEL-AS1,original
RNU6-514P,original
AL360175.1,original
AI987944,original
Gm48860,original
AC021546.1,original
Gm10339,original
Primpol,original
Ebf1,original
TGIF2LY,original
Gm28252,original
Odf4,original
MIR6068,original
CHS1,original
SCC,original
Nanos1,original
E430018J23Rik,original
Gm28156,original
GPR132,original
AC092435.1,original
KLHL25,original
RNU6-1288P,original
AC012533.1,original
SDF1B,original
Ldoc1,original
Serpinb13,original
AL031275.1,original
TRMT10B,original
LINC02898,original
Golt1a,original
AHR,original
Exosc3,original
MBD3L2,original
VSIG8,original
FAM90A7,original
ANO10,original
RTN4IP1,original
Il2ra,original
AC007786.4,original
Gm28201,original
PXYLP1,original
ZNF382,original
St6galnac5,original
ECHD,original
Mrgprb8,original
Plxna2,original
